src_port,dst_port,bytes_sent,bytes_received,is_internal_traffic,label,has_url,protocol_ICMP,protocol_TCP,protocol_UDP,hour,day_of_week,is_weekend,is_night,total_bytes,bytes_ratio,port_diff,src_port_is_well_known,dst_port_is_well_known,src_port_is_ephemeral,dst_port_is_ephemeral,dst_port_common,src_port_common
12201,22,12207,4711,0,0,0,0,1,0,12,2,0,0,16918,2.5906196943972835,12179,0,1,0,0,1,0
24549,1433,28562,109042,0,0,1,0,1,0,12,2,0,0,137604,0.2619333657364526,23116,0,0,0,0,1,0
443,443,11252,14019,0,0,1,0,1,0,12,2,0,0,25271,0.8025677603423681,0,1,1,0,0,1,1
54007,53,7458,12261,0,0,0,0,1,0,12,2,0,0,19719,0.6082205186755831,53954,0,1,1,0,1,0
54240,22,30297,45458,0,0,0,0,1,0,12,2,0,0,75755,0.6664686860687653,54218,0,1,1,0,1,0
44214,3306,24083,92876,0,0,0,1,0,0,13,2,0,0,116959,0.25929993432173737,40908,0,0,0,0,1,0
6941,25,120852,106718,0,0,0,0,0,1,13,2,0,0,227570,1.1324319005987686,6916,0,1,0,0,1,0
22143,53,11339,33930,0,0,1,0,1,0,13,2,0,0,45269,0.33417818514043207,22090,0,1,0,0,1,0
53145,445,925,3853,0,0,1,0,0,1,13,2,0,0,4778,0.24001037882719253,52700,0,1,1,0,1,0
34030,21,12305,32941,0,0,0,0,1,0,14,2,0,0,45246,0.373535304474531,34009,0,1,0,0,1,0
21035,445,1632,5758,0,0,0,0,1,0,14,2,0,0,7390,0.2833825316895294,20590,0,1,0,0,1,0
39571,3389,42833,161349,0,0,0,0,1,0,14,2,0,0,204182,0.26546637744034707,36182,0,0,0,0,1,0
34531,25,1512,3304,1,0,1,0,1,0,14,2,0,0,4816,0.45748865355521934,34506,0,1,0,0,1,0
19043,22,4530,17976,0,0,1,0,1,0,15,2,0,0,22506,0.2519886521666574,19021,0,1,0,0,1,0
40240,25,12335,22276,1,0,1,0,1,0,15,2,0,0,34611,0.5537101045921803,40215,0,1,0,0,1,0
5211,22,260490,453705,0,0,1,0,1,0,15,2,0,0,714195,0.574138318646877,5189,0,1,0,0,1,0
27955,3306,3957,12394,0,0,0,0,1,0,15,2,0,0,16351,0.3192416296893909,24649,0,0,0,0,1,0
18531,80,22468,65842,0,0,1,0,1,0,15,2,0,0,88310,0.3412359704144708,18451,0,1,0,0,1,0
40726,25,55712,95270,0,0,0,0,1,0,15,2,0,0,150982,0.5847739605966139,40701,0,1,0,0,1,0
27713,53,236687,181586,0,0,1,0,1,0,15,2,0,0,418273,1.3034358186434052,27660,0,1,0,0,1,0
9714,25,76456,139657,0,0,1,0,1,0,15,2,0,0,216113,0.5474516318435034,9689,0,1,0,0,1,0
47609,1433,126785,496484,0,0,0,0,1,0,16,2,0,0,623269,0.2553652174788765,46176,0,0,0,0,1,0
35899,7987,87806,360152,1,0,1,0,1,0,16,2,0,0,447958,0.24380193973116981,27912,0,0,0,0,0,0
34403,3306,3182,13013,0,0,1,0,1,0,16,2,0,0,16195,0.24450591670508684,31097,0,0,0,0,1,0
31705,445,39163,56225,1,0,1,0,1,0,16,2,0,0,95388,0.6965282965176253,31260,0,1,0,0,1,0
18657,1433,85635,176932,0,0,0,0,0,1,17,2,0,0,262567,0.4839967671378431,17224,0,0,0,0,1,0
37833,443,4767,17444,0,0,0,0,0,1,17,2,0,0,22211,0.27325881341358554,37390,0,1,0,0,1,0
17795,3389,8711,32488,0,0,0,0,0,1,17,2,0,0,41199,0.26812151805226386,14406,0,0,0,0,1,0
24099,80,6092,12287,1,0,1,0,1,0,17,2,0,0,18379,0.4957682291666667,24019,0,1,0,0,1,0
64406,445,75826,315647,0,0,1,0,1,0,18,2,0,0,391473,0.24022328669910786,63961,0,1,1,0,1,0
34670,64323,19715,75045,0,0,1,1,0,0,18,2,0,0,94760,0.26270554060176426,29653,0,0,0,1,0,0
17901,21,13182,32954,0,0,0,0,1,0,18,2,0,0,46136,0.4,17880,0,1,0,0,1,0
80,3389,2833,10626,0,0,1,0,1,0,18,2,0,0,13459,0.2665851133904206,3309,1,0,0,0,1,1
80,1433,19774,1774,1,0,1,0,1,0,18,2,0,0,21548,11.140281690140846,1353,1,0,0,0,1,1
21,445,8882,36445,0,0,1,0,1,0,18,2,0,0,45327,0.24370301267628822,424,1,1,0,0,1,1
20339,445,32511,83577,1,0,1,1,0,0,19,2,0,0,116088,0.38898992557850154,19894,0,1,0,0,1,0
53599,22,3537,9085,0,0,0,0,1,0,19,2,0,0,12622,0.3892802113141096,53577,0,1,1,0,1,0
10907,25,29279,100264,0,0,0,0,1,0,19,2,0,0,129543,0.2920161571834638,10882,0,1,0,0,1,0
43467,25,10912,35686,0,0,1,0,1,0,19,2,0,0,46598,0.3057696079804971,43442,0,1,0,0,1,0
25,80,2984,8729,1,0,1,0,1,0,19,2,0,0,11713,0.3418098510882016,55,1,1,0,0,1,1
61862,22,2634,3952,0,0,1,0,1,0,19,2,0,0,6586,0.6663293700986592,61840,0,1,1,0,1,0
44567,53,3350,12963,0,0,1,0,1,0,19,2,0,0,16313,0.2584078987966677,44514,0,1,0,0,1,0
3799,25,15831,14796,0,0,0,0,1,0,20,2,0,0,30627,1.0698790295330134,3774,0,1,0,0,1,0
63903,80,26731,19113,0,0,0,0,1,0,20,2,0,0,45844,1.3985037145547765,63823,0,1,1,0,1,0
15958,44506,33918,109761,0,0,1,0,1,0,20,2,0,0,143679,0.30901404857783205,28548,0,0,0,0,0,0
15479,3389,36029,134176,0,0,1,0,1,0,21,2,0,0,170205,0.2685184495107209,12090,0,0,0,0,1,0
27465,1433,6544,17325,1,0,0,0,1,0,21,2,0,0,23869,0.37769825695486553,26032,0,0,0,0,1,0
56650,445,119783,330141,0,0,0,0,1,0,21,2,0,0,449924,0.3628226641869256,56205,0,1,1,0,1,0
12496,1433,10855,8306,0,0,1,0,1,0,21,2,0,0,19161,1.3067292644757433,11063,0,0,0,0,1,0
48664,445,45262,68493,0,0,1,0,0,1,21,2,0,0,113755,0.6608170058691272,48219,0,1,0,0,1,0
57832,25,16938,41844,0,0,1,0,0,1,21,2,0,0,58782,0.40477954355359064,57807,0,1,1,0,1,0
62446,3306,40174,91419,0,0,1,0,1,0,21,2,0,0,131593,0.43944432290527236,59140,0,0,1,0,1,0
22,445,15631,6221,0,0,1,0,1,0,22,2,0,1,21852,2.5122147219543556,423,1,1,0,0,1,1
5821,1433,41349,4755,0,0,1,0,1,0,22,2,0,1,46104,8.694070647603027,4388,0,0,0,0,1,0
3389,21,21767,5948,1,0,1,0,1,0,22,2,0,1,27715,3.6589342746680114,3368,0,1,0,0,1,1
64215,3306,80995,12643,1,0,0,0,1,0,22,2,0,1,93638,6.405805124960455,60909,0,0,1,0,1,0
65207,21,5943,16291,1,0,0,1,0,0,22,2,0,1,22234,0.36478026025042964,65186,0,1,1,0,1,0
9874,443,1297,4366,0,0,0,0,1,0,22,2,0,1,5663,0.29700022899015344,9431,0,1,0,0,1,0
33599,25,4640,9110,0,0,1,1,0,0,22,2,0,1,13750,0.5092745033476018,33574,0,1,0,0,1,0
25628,1433,121816,210742,0,0,1,0,1,0,23,2,0,1,332558,0.5780310615299203,24195,0,0,0,0,1,0
25512,22,17200,59426,0,0,0,0,1,0,0,3,0,1,76626,0.2894307301394989,25490,0,1,0,0,1,0
21,1433,25522,41528,0,0,1,0,1,0,0,3,0,1,67050,0.6145585012882564,1412,1,0,0,0,1,1
24053,6081,4081,7909,0,0,0,0,1,0,0,3,0,1,11990,0.515929203539823,17972,0,0,0,0,0,0
11872,443,24462,71756,0,0,1,0,1,0,0,3,0,1,96218,0.3409005393202057,11429,0,1,0,0,1,0
25,80,4287,7394,0,0,0,0,1,0,1,3,0,1,11681,0.5797160243407707,55,1,1,0,0,1,1
14622,3389,5424,16600,1,0,0,0,1,0,1,3,0,1,22024,0.326727305584001,11233,0,0,0,0,1,0
46320,21,11568,33328,0,0,0,0,1,0,2,3,0,1,44896,0.3470851210657385,46299,0,1,0,0,1,0
445,3389,44898,45483,0,0,1,0,1,0,2,3,0,1,90381,0.9871163486061032,2944,1,0,0,0,1,1
23642,25,53260,138087,0,0,1,0,1,0,2,3,0,1,191347,0.38569607786339144,23617,0,1,0,0,1,0
53649,80,55629,224913,0,0,1,0,1,0,2,3,0,1,280542,0.2473345367562713,53569,0,1,1,0,1,0
33422,3389,1735,1761,0,0,1,0,1,0,2,3,0,1,3496,0.9846765039727582,30033,0,0,0,0,1,0
80,80,21792,7555,0,0,0,0,1,0,2,3,0,1,29347,2.884065643197459,0,1,1,0,0,1,1
22287,3306,16077,66592,0,0,1,0,1,0,3,3,0,1,82669,0.241421771057018,18981,0,0,0,0,1,0
21,443,1897,2259,0,0,0,0,1,0,3,3,0,1,4156,0.8393805309734513,422,1,1,0,0,1,1
27040,21,22597,33999,0,0,0,0,1,0,3,3,0,1,56596,0.6646176470588235,27019,0,1,0,0,1,0
16296,36576,14754,16717,0,0,1,0,1,0,3,3,0,1,31471,0.8825218327551142,20280,0,0,0,0,0,0
34734,80,49933,131302,0,0,0,0,1,0,3,3,0,1,181235,0.3802883407081331,34654,0,1,0,0,1,0
21,3389,25084,19781,0,0,1,0,1,0,4,3,0,1,44865,1.2680214336265292,3368,1,0,0,0,1,1
25,53,9146,34457,0,0,1,0,0,1,4,3,0,1,43603,0.2654245748447385,28,1,1,0,0,1,1
52337,3306,96879,196078,1,0,1,0,1,0,4,3,0,1,292957,0.49408146716374524,49031,0,0,1,0,1,0
22726,445,630,1924,0,0,1,0,1,0,4,3,0,1,2554,0.32727272727272727,22281,0,1,0,0,1,0
7004,1433,19874,70580,0,0,0,0,0,1,4,3,0,1,90454,0.2815771949958204,5571,0,0,0,0,1,0
14167,53,1311,4973,0,0,1,0,1,0,4,3,0,1,6284,0.2635705669481303,14114,0,1,0,0,1,0
54356,443,5117,10490,0,0,1,0,0,1,4,3,0,1,15607,0.4877514059670193,53913,0,1,1,0,1,0
45878,22,51006,6227,1,0,0,0,1,0,5,3,0,1,57233,8.189788053949904,45856,0,1,0,0,1,0
22,25,2867,4632,0,0,0,0,1,0,5,3,0,1,7499,0.6188214979494928,3,1,1,0,0,1,1
3306,3389,2257,8427,0,0,0,1,0,0,5,3,0,1,10684,0.26779781680113907,83,0,0,0,0,1,1
50705,1433,995611,1844905,0,0,1,0,1,0,5,3,0,1,2840516,0.5396540528352122,49272,0,0,1,0,1,0
26188,21,2502,10183,1,0,1,0,1,0,5,3,0,1,12685,0.24567949725058916,26167,0,1,0,0,1,0
14715,443,308918,816766,0,0,1,0,1,0,6,3,0,0,1125684,0.3782204716889884,14272,0,1,0,0,1,0
40499,443,16721,54751,0,0,0,0,1,0,6,3,0,0,71472,0.30539523670368207,40056,0,1,0,0,1,0
64898,3306,9511,28480,0,0,0,0,1,0,7,3,0,0,37991,0.33394192619641166,61592,0,0,1,0,1,0
31292,1433,54549,198829,0,0,1,0,1,0,8,3,0,0,253378,0.27434994719106776,29859,0,0,0,0,1,0
43485,53,186941,411001,0,0,1,0,1,0,8,3,0,0,597942,0.45484206889504186,43432,0,1,0,0,1,0
19420,445,3520,916,0,0,1,0,1,0,8,3,0,0,4436,3.8386041439476553,18975,0,1,0,0,1,0
15395,22,9736,8186,0,0,0,0,1,0,8,3,0,0,17922,1.1892023940393306,15373,0,1,0,0,1,0
63621,80,85390,125670,0,0,1,0,1,0,8,3,0,0,211060,0.6794725911308098,63541,0,1,1,0,1,0
12908,22,34919,127581,0,0,1,0,1,0,8,3,0,0,162500,0.27369848411217884,12886,0,1,0,0,1,0
3169,443,128420,135572,0,0,1,0,0,1,9,3,0,0,263992,0.9472387569796346,2726,0,1,0,0,1,0
39877,21,50220,201259,0,0,1,0,1,0,10,3,0,0,251479,0.24952797376527874,39856,0,1,0,0,1,0
3083,443,397582,1041673,0,0,1,0,1,0,10,3,0,0,1439255,0.38167603300072767,2640,0,1,0,0,1,0
64361,3306,29311,46573,1,0,0,0,1,0,10,3,0,0,75884,0.6293425516382531,61055,0,0,1,0,1,0
10340,80,31410,117090,0,0,1,0,0,1,10,3,0,0,148500,0.2682528973191791,10260,0,1,0,0,1,0
21064,3306,36855,120163,0,0,1,0,1,0,11,3,0,0,157018,0.3067058353583436,17758,0,0,0,0,1,0
80,80,17536,13396,1,0,0,0,0,1,11,3,0,0,30932,1.3089497648727326,0,1,1,0,0,1,1
34673,25,85557,122769,0,0,1,0,1,0,11,3,0,0,208326,0.6968884906736174,34648,0,1,0,0,1,0
14531,3389,32185,7868,0,0,1,0,0,1,11,3,0,0,40053,4.090100393950947,11142,0,0,0,0,1,0
61247,21,77737,137531,0,0,1,0,1,0,11,3,0,0,215268,0.5652284559229852,61226,0,1,1,0,1,0
20622,3389,99827,295763,1,0,1,0,1,0,12,3,0,0,395590,0.3375224841427625,17233,0,0,0,0,1,0
3700,30546,43718,75142,0,0,1,0,1,0,12,3,0,0,118860,0.5817973730087965,26846,0,0,0,0,0,0
29878,445,49155,121186,0,0,0,0,0,1,12,3,0,0,170341,0.4056128132555472,29433,0,1,0,0,1,0
32022,25,4374,16546,0,0,1,0,1,0,12,3,0,0,20920,0.26433794645555087,31997,0,1,0,0,1,0
6650,445,9131,37264,0,0,1,0,1,0,12,3,0,0,46395,0.2450288474439823,6205,0,1,0,0,1,0
47063,25,84915,137214,0,0,1,0,1,0,13,3,0,0,222129,0.6188463360419779,47038,0,1,0,0,1,0
8403,3389,214874,801084,0,0,1,0,0,1,13,3,0,0,1015958,0.268228714805545,5014,0,0,0,0,1,0
44695,25,987,3254,0,0,1,0,0,1,13,3,0,0,4241,0.3032258064516129,44670,0,1,0,0,1,0
48152,445,8878,19255,0,0,1,0,1,0,13,3,0,0,28133,0.4610511009555463,47707,0,1,0,0,1,0
51218,443,22874,67935,0,0,1,0,1,0,14,3,0,0,90809,0.33669924634950543,50775,0,1,1,0,1,0
34410,22,5394,6897,0,0,1,0,1,0,14,3,0,0,12291,0.7819657871846912,34388,0,1,0,0,1,0
30832,445,5907,14813,0,0,1,0,1,0,14,3,0,0,20720,0.3987444309437019,30387,0,1,0,0,1,0
65075,21,47092,64627,1,0,1,0,0,1,14,3,0,0,111719,0.7286624992263415,65054,0,1,1,0,1,0
37608,25,276565,1124823,0,0,1,0,1,0,14,3,0,0,1401388,0.2458740211802024,37583,0,1,0,0,1,0
64845,3389,853,694,0,0,1,0,1,0,15,3,0,0,1547,1.227338129496403,61456,0,0,1,0,1,0
14145,22,16768,34805,0,0,1,0,1,0,15,3,0,0,51573,0.4817560190771706,14123,0,1,0,0,1,0
44719,25,46223,29976,1,0,0,0,1,0,16,3,0,0,76199,1.5419488274343665,44694,0,1,0,0,1,0
59775,53,76752,162295,0,0,0,0,1,0,17,3,0,0,239047,0.4729136885690344,59722,0,1,1,0,1,0
24652,443,36702,82724,0,0,0,0,1,0,17,3,0,0,119426,0.4436627379873073,24209,0,1,0,0,1,0
5367,3306,368886,412563,1,0,1,0,1,0,18,3,0,0,781449,0.8941303652281828,2061,0,0,0,0,1,0
445,3389,23069,36895,0,0,1,0,1,0,18,3,0,0,59964,0.6252439288811795,2944,1,0,0,0,1,1
18436,3389,179725,635275,0,0,1,0,1,0,18,3,0,0,815000,0.282908531095146,15047,0,0,0,0,1,0
45054,3389,7830,16910,0,0,0,0,1,0,19,3,0,0,24740,0.4630122405534859,41665,0,0,0,0,1,0
23030,3389,24167,25184,0,0,1,0,1,0,19,3,0,0,49351,0.9595791145523129,19641,0,0,0,0,1,0
22387,21,3164,3915,0,0,0,0,1,0,19,3,0,0,7079,0.8079673135852911,22366,0,1,0,0,1,0
443,3306,93095,41641,0,1,0,0,1,0,19,3,0,0,134736,2.235603477258537,2863,1,0,0,0,1,1
47316,25,18165,72570,0,0,1,0,1,0,19,3,0,0,90735,0.25030659629879703,47291,0,1,0,0,1,0
1333,443,39046,111617,1,0,1,0,1,0,20,3,0,0,150663,0.34981812969234355,890,0,1,0,0,1,0
29973,443,13341,33088,0,0,1,0,1,0,20,3,0,0,46429,0.40318534860527666,29530,0,1,0,0,1,0
15577,445,56290,159140,1,0,1,0,1,0,20,3,0,0,215430,0.3537114885541752,15132,0,1,0,0,1,0
5792,53,41601,12587,0,0,1,0,1,0,20,3,0,0,54188,3.3048141086749285,5739,0,1,0,0,1,0
58414,53,4485,17512,0,0,1,0,1,0,21,3,0,0,21997,0.2560954719351339,58361,0,1,1,0,1,0
14145,3306,4920,10016,0,0,1,0,1,0,21,3,0,0,14936,0.49116501946690627,10839,0,0,0,0,1,0
10646,3306,21069,39732,0,0,1,0,1,0,21,3,0,0,60801,0.5302645156419098,7340,0,0,0,0,1,0
3306,3306,63279,261018,0,0,1,0,0,1,21,3,0,0,324297,0.24243062765545803,0,0,0,0,0,1,1
51304,1433,433927,855645,0,0,0,0,0,1,21,3,0,0,1289572,0.5071337913108925,49871,0,0,1,0,1,0
6108,443,35767,70686,0,0,0,0,1,0,22,3,0,1,106453,0.5059912006450974,5665,0,1,0,0,1,0
54434,447,2053,6053,0,1,0,0,1,0,22,3,0,1,8106,0.33911463495209776,53987,0,1,1,0,0,0
59059,3306,1668,3151,1,0,1,0,1,0,22,3,0,1,4819,0.5291878172588832,55753,0,0,1,0,1,0
16128,53,551683,1786796,0,0,0,0,1,0,22,3,0,1,2338479,0.308755275501358,16075,0,1,0,0,1,0
36686,3306,58052,103749,0,0,0,0,1,0,22,3,0,1,161801,0.5595373493975904,33380,0,0,0,0,1,0
58938,3306,20345,11762,0,0,0,0,0,1,23,3,0,1,32107,1.729575788489331,55632,0,0,1,0,1,0
51627,53,16923,61277,0,0,1,0,1,0,23,3,0,1,78200,0.27616762949182416,51574,0,1,1,0,1,0
45097,3306,3746,5925,0,0,0,0,0,1,23,3,0,1,9671,0.6321295983800203,41791,0,0,0,0,1,0
9945,4241,5919,1313,0,0,1,0,1,0,0,4,0,1,7232,4.504566210045662,5704,0,0,0,0,0,0
23982,1433,468221,160908,0,0,1,0,1,0,0,4,0,1,629129,2.9098496665817324,22549,0,0,0,0,1,0
41667,36325,4525,3522,0,0,0,0,1,0,1,4,0,1,8047,1.2844166903207495,5342,0,0,0,0,0,0
52846,1433,4388,3037,0,0,1,0,1,0,1,4,0,1,7425,1.444371296905859,51413,0,0,1,0,1,0
11747,443,7161,19008,0,0,1,0,1,0,1,4,0,1,26169,0.376716292282603,11304,0,1,0,0,1,0
5248,3306,3238,8413,1,0,1,0,1,0,2,4,0,1,11651,0.3848347991442833,1942,0,0,0,0,1,0
8660,443,22572,42856,0,0,0,0,1,0,2,4,0,1,65428,0.5266817556058521,8217,0,1,0,0,1,0
445,12448,125775,165363,0,0,0,0,1,0,2,4,0,1,291138,0.7605948090273579,12003,1,0,0,0,0,1
14936,1433,8293,14536,0,0,0,0,1,0,2,4,0,1,22829,0.570475338790672,13503,0,0,0,0,1,0
11838,25,2447,1186,1,0,1,0,1,0,3,4,0,1,3633,2.0614995787700083,11813,0,1,0,0,1,0
44085,445,35135,134970,1,0,0,0,0,1,3,4,0,1,170105,0.26031517881619015,43640,0,1,0,0,1,0
60290,53,20146,61726,0,0,1,0,1,0,3,4,0,1,81872,0.3263725760202181,60237,0,1,1,0,1,0
80,443,109574,52376,1,0,1,0,1,0,3,4,0,1,161950,2.0920251255321993,363,1,1,0,0,1,1
46973,53,10644,40398,0,0,0,0,1,0,4,4,0,1,51042,0.2634718681155474,46920,0,1,0,0,1,0
32374,21,14526,5554,0,0,1,1,0,0,4,4,0,1,20080,2.614941494149415,32353,0,1,0,0,1,0
22704,3389,17339,10249,0,0,1,0,1,0,4,4,0,1,27588,1.691609756097561,19315,0,0,0,0,1,0
50647,445,25397,13588,0,0,0,0,1,0,4,4,0,1,38985,1.868938111707999,50202,0,1,1,0,1,0
7957,53,11753,24286,0,0,1,0,1,0,5,4,0,1,36039,0.4839214394532054,7904,0,1,0,0,1,0
30829,1433,9068,29884,0,0,1,0,0,1,5,4,0,1,38952,0.3034298142881044,29396,0,0,0,0,1,0
24690,445,1140,1484,0,0,1,0,0,1,6,4,0,0,2624,0.7676767676767676,24245,0,1,0,0,1,0
18787,25,8914,29100,0,0,1,0,1,0,7,4,0,0,38014,0.30631249785230746,18762,0,1,0,0,1,0
41551,80,69172,43570,0,0,0,0,1,0,7,4,0,0,112742,1.5875697138004636,41471,0,1,0,0,1,0
1459,22,85853,329067,0,0,0,0,1,0,7,4,0,0,414920,0.2608974436894502,1437,0,1,0,0,1,0
15353,445,10365,23317,0,0,1,0,1,0,7,4,0,0,33682,0.44450638991337166,14908,0,1,0,0,1,0
26898,22,176165,371845,0,0,1,0,1,0,8,4,0,0,548010,0.4737579535614206,26876,0,1,0,0,1,0
9987,80,21037,51409,0,0,0,0,1,0,8,4,0,0,72446,0.4092005446411204,9907,0,1,0,0,1,0
53,80,2590,8209,1,0,1,0,0,1,9,4,0,0,10799,0.315468940316687,27,1,1,0,0,1,1
27866,22,1565,2281,0,0,1,0,1,0,9,4,0,0,3846,0.6858019281332165,27844,0,1,0,0,1,0
32582,21,154695,222585,0,0,1,0,1,0,9,4,0,0,377280,0.6949898016946259,32561,0,1,0,0,1,0
39147,443,12127,36872,0,0,1,0,1,0,10,4,0,0,48999,0.32888563447509017,38704,0,1,0,0,1,0
17230,19003,3157,10055,0,0,1,0,1,0,10,4,0,0,13212,0.31394192521877484,1773,0,0,0,0,0,0
3389,3389,592,55,0,0,1,0,0,1,10,4,0,0,647,10.571428571428571,0,0,0,0,0,1,1
32480,25,11694,31898,0,0,1,0,1,0,10,4,0,0,43592,0.3665945640929183,32455,0,1,0,0,1,0
62827,80,42091,73364,0,0,0,0,1,0,10,4,0,0,115455,0.5737204389013835,62747,0,1,1,0,1,0
37026,21,7213,26763,0,0,1,0,1,0,11,4,0,0,33976,0.26950381108952326,37005,0,1,0,0,1,0
65184,443,4083,15445,0,0,0,0,1,0,11,4,0,0,19528,0.2643402822737278,64741,0,1,1,0,1,0
65460,53,9145,9079,0,0,1,0,0,1,11,4,0,0,18224,1.00715859030837,65407,0,1,1,0,1,0
43622,21,160991,30432,0,0,1,0,1,0,12,4,0,0,191423,5.290014129399007,43601,0,1,0,0,1,0
443,53,2371,7646,0,0,1,0,0,1,12,4,0,0,10017,0.3100562312017785,390,1,1,0,0,1,1
48533,445,7889,21634,0,1,1,0,1,0,12,4,0,0,29523,0.3646406286110469,48088,0,1,0,0,1,0
